ID;Type;Algorithm;Instance;Variant;SourceDirectory;PublicKeyBytes;SecretKeyBytes;CiphertextBytes;SharedSecretBytes;SignatureBytes;Passes;InitiatorStateBytes;ResponderStateBytes;TotalMessageBytes;DigestBits;DigestBytes
hash-11;hash;Garnet;Garnet_512_Cap896;Reference_Implementation;Garnet/Implementations/API_CryptHash/Implementations/Reference_Implementation/Garnet;;;;;;;;;;512;64
hash-11;hash;Garnet;Garnet_768;Reference_Implementation;Garnet/Implementations/API_CryptHash/Implementations/Reference_Implementation/Garnet;;;;;;;;;;768;96
hash-12;hash;Iphe;Iphe-1024;Reference_Implementation;Iphe/Implementations/Reference_Implementation/Iphe-1024;;;;;;;;;;1024;128
hash-12;hash;Iphe;Iphe-512;Reference_Implementation;Iphe/Implementations/Reference_Implementation/Iphe-512;;;;;;;;;;512;64
hash-12;hash;Iphe;Iphe-768;Reference_Implementation;Iphe/Implementations/Reference_Implementation/Iphe-768;;;;;;;;;;768;96
hash-13;hash;JuziHash;JuziHash-1024;Reference_Implementation;Juzi/Implementations/Implementation/Reference_Implementation/JuziHash-1024;;;;;;;;;;1024;128
hash-13;hash;JuziHash;JuziHash-512;Reference_Implementation;Juzi/Implementations/Implementation/Reference_Implementation/JuziHash-512;;;;;;;;;;512;64
hash-14;hash;Laurus;laurus_1024;Reference_Implementation;Laurus/Implementations/Reference_Implementation/Laurus-1024;;;;;;;;;;1024;128
hash-14;hash;Laurus;laurus_512;Reference_Implementation;Laurus/Implementations/Reference_Implementation/Laurus-512;;;;;;;;;;512;64
hash-14;hash;Laurus;laurus_768;Reference_Implementation;Laurus/Implementations/Reference_Implementation/Laurus-768;;;;;;;;;;768;96
hash-14;hash;Laurus;laurus_xof;Reference_Implementation;Laurus/Implementations/Reference_Implementation/Laurus-XOF;;;;;;;;;;2048;256
hash-15;hash;Litchi;litchi_1024;Reference_Implementation;Litchi/Implementations/Reference_Implementation/Litchi-1024;;;;;;;;;;1024;128
hash-15;hash;Litchi;litchi_512;Reference_Implementation;Litchi/Implementations/Reference_Implementation/Litchi-512;;;;;;;;;;512;64
hash-15;hash;Litchi;litchi_768;Reference_Implementation;Litchi/Implementations/Reference_Implementation/Litchi-768;;;;;;;;;;768;96
hash-15;hash;Litchi;litchi_xof;Reference_Implementation;Litchi/Implementations/Reference_Implementation/Litchi-XOF;;;;;;;;;;1024;128
hash-16;hash;LLH;LLH-1024;Reference_Implementation;LLH/Implementations and Test_Vectors/LLH_C/API_CryptHash/Implementations/Reference_Implementation/LLH-1024;;;;;;;;;;1024;128
hash-16;hash;LLH;LLH-256;Reference_Implementation;LLH/Implementations and Test_Vectors/LLH_C/API_CryptHash/Implementations/Reference_Implementation/LLH-256;;;;;;;;;;256;32
hash-16;hash;LLH;LLH-512;Reference_Implementation;LLH/Implementations and Test_Vectors/LLH_C/API_CryptHash/Implementations/Reference_Implementation/LLH-512;;;;;;;;;;512;64
hash-16;hash;LLH;LLH-768;Reference_Implementation;LLH/Implementations and Test_Vectors/LLH_C/API_CryptHash/Implementations/Reference_Implementation/LLH-768;;;;;;;;;;768;96
hash-17;hash;MasterCube;MasterCube-1024;Reference_Implementation;MasterCube/Implementations/Reference_Implementation/MasterCube-1024;;;;;;;;;;1024;128
hash-17;hash;MasterCube;MasterCube-512;Reference_Implementation;MasterCube/Implementations/Reference_Implementation/MasterCube-512;;;;;;;;;;512;64
hash-17;hash;MasterCube;MasterCube-768;Reference_Implementation;MasterCube/Implementations/Reference_Implementation/MasterCube-768;;;;;;;;;;768;96
hash-18;hash;Megascon;MEGASCON-1024;Reference_Implementation;Megascon/Implementations/Reference_Implementation/MEGASCON-1024;;;;;;;;;;1024;128
hash-18;hash;Megascon;MEGASCON-384;Reference_Implementation;Megascon/Implementations/Reference_Implementation/MEGASCON-384;;;;;;;;;;384;48
hash-18;hash;Megascon;MEGASCON-384-XOF-1024;Reference_Implementation;Megascon/Implementations/Reference_Implementation/MEGASCON-384-XOF;;;;;;;;;;1024;128
hash-18;hash;Megascon;MEGASCON-384-XOF-2048;Reference_Implementation;Megascon/Implementations/Reference_Implementation/MEGASCON-384-XOF;;;;;;;;;;2048;256
hash-18;hash;Megascon;MEGASCON-384-XOF-256;Reference_Implementation;Megascon/Implementations/Reference_Implementation/MEGASCON-384-XOF;;;;;;;;;;256;32
hash-18;hash;Megascon;MEGASCON-512;Reference_Implementation;Megascon/Implementations/Reference_Implementation/MEGASCON-512;;;;;;;;;;512;64
hash-18;hash;Megascon;MEGASCON-512-XOF-1024;Reference_Implementation;Megascon/Implementations/Reference_Implementation/MEGASCON-512-XOF;;;;;;;;;;1024;128
hash-18;hash;Megascon;MEGASCON-512-XOF-2048;Reference_Implementation;Megascon/Implementations/Reference_Implementation/MEGASCON-512-XOF;;;;;;;;;;2048;256
hash-18;hash;Megascon;MEGASCON-512-XOF-256;Reference_Implementation;Megascon/Implementations/Reference_Implementation/MEGASCON-512-XOF;;;;;;;;;;256;32
hash-18;hash;Megascon;MEGASCON-768;Reference_Implementation;Megascon/Implementations/Reference_Implementation/MEGASCON-768;;;;;;;;;;768;96
hash-19;hash;MoFang;MoFang_1024;Reference_Implementation;MoFang/Implementations/Reference_Implementation/MoFang-1024;;;;;;;;;;1024;128
hash-19;hash;MoFang;MoFang_256;Reference_Implementation;MoFang/Implementations/Reference_Implementation/MoFang-256;;;;;;;;;;256;32
hash-19;hash;MoFang;MoFang_256_XOF;Reference_Implementation;MoFang/Implementations/Reference_Implementation/MoFang-256-XOF;;;;;;;;;;256;32
hash-19;hash;MoFang;MoFang_512;Reference_Implementation;MoFang/Implementations/Reference_Implementation/MoFang-512;;;;;;;;;;512;64
hash-19;hash;MoFang;MoFang_768;Reference_Implementation;MoFang/Implementations/Reference_Implementation/MoFang-768;;;;;;;;;;768;96
hash-19;hash;MoFang;MoFang_768_XOF;Reference_Implementation;MoFang/Implementations/Reference_Implementation/MoFang-768-XOF;;;;;;;;;;768;96
hash-20;hash;Mozi;MOZI-1024;Reference_Implementation;Mozi/Implementations/Reference_Implementation/MOZI-1024;;;;;;;;;;1024;128
hash-20;hash;Mozi;MOZI-384;Reference_Implementation;Mozi/Implementations/Reference_Implementation/MOZI-384;;;;;;;;;;384;48
hash-20;hash;Mozi;MOZI-384-XOF-1024;Reference_Implementation;Mozi/Implementations/Reference_Implementation/MOZI-384-XOF;;;;;;;;;;1024;128
hash-20;hash;Mozi;MOZI-384-XOF-2048;Reference_Implementation;Mozi/Implementations/Reference_Implementation/MOZI-384-XOF;;;;;;;;;;2048;256
hash-20;hash;Mozi;MOZI-384-XOF-256;Reference_Implementation;Mozi/Implementations/Reference_Implementation/MOZI-384-XOF;;;;;;;;;;256;32
hash-20;hash;Mozi;MOZI-512;Reference_Implementation;Mozi/Implementations/Reference_Implementation/MOZI-512;;;;;;;;;;512;64
hash-20;hash;Mozi;MOZI-512-XOF-1024;Reference_Implementation;Mozi/Implementations/Reference_Implementation/MOZI-512-XOF;;;;;;;;;;1024;128
hash-20;hash;Mozi;MOZI-512-XOF-2048;Reference_Implementation;Mozi/Implementations/Reference_Implementation/MOZI-512-XOF;;;;;;;;;;2048;256
hash-20;hash;Mozi;MOZI-512-XOF-256;Reference_Implementation;Mozi/Implementations/Reference_Implementation/MOZI-512-XOF;;;;;;;;;;256;32
hash-20;hash;Mozi;MOZI-768;Reference_Implementation;Mozi/Implementations/Reference_Implementation/MOZI-768;;;;;;;;;;768;96
hash-21;hash;Neulaser;Neulaser-1024;Reference_Implementation;Neulaser/Implementations and Test_Vectors/API_CryptHash/Implementations/Reference_Implementation/Neulaser-1024;;;;;;;;;;1024;128
hash-21;hash;Neulaser;Neulaser-512;Reference_Implementation;Neulaser/Implementations and Test_Vectors/API_CryptHash/Implementations/Reference_Implementation/Neulaser-512;;;;;;;;;;512;64
hash-21;hash;Neulaser;Neulaser-768;Reference_Implementation;Neulaser/Implementations and Test_Vectors/API_CryptHash/Implementations/Reference_Implementation/Neulaser-768;;;;;;;;;;768;96
hash-22;hash;Pavelor;Pavelor-1024;Reference_Implementation;Pavelor/Implementations and Test_Vectors/API_CryptHash/Implementations/Reference_Implementation/Pavelor-1024;;;;;;;;;;1024;128
hash-22;hash;Pavelor;Pavelor-512;Reference_Implementation;Pavelor/Implementations and Test_Vectors/API_CryptHash/Implementations/Reference_Implementation/Pavelor-512;;;;;;;;;;512;64
hash-22;hash;Pavelor;Pavelor-768;Reference_Implementation;Pavelor/Implementations and Test_Vectors/API_CryptHash/Implementations/Reference_Implementation/Pavelor-768;;;;;;;;;;768;96
hash-23;hash;QILIN;QILIN-1024;Reference_Implementation;QILIN/Implementations/Reference_Implementation/QILIN-1024;;;;;;;;;;1024;128
hash-23;hash;QILIN;QILIN-512;Reference_Implementation;QILIN/Implementations/Reference_Implementation/QILIN-512;;;;;;;;;;512;64
hash-23;hash;QILIN;QILIN-768;Reference_Implementation;QILIN/Implementations/Reference_Implementation/QILIN-768;;;;;;;;;;768;96
hash-24;hash;QSH;QSH-1024;Reference_Implementation;QSH/Implementations/03_Implementations/1_Reference_Implementation/QSH-1024;;;;;;;;;;1024;128
hash-24;hash;QSH;QSH-512;Reference_Implementation;QSH/Implementations/03_Implementations/1_Reference_Implementation/QSH-512;;;;;;;;;;512;64
hash-24;hash;QSH;QSH-768;Reference_Implementation;QSH/Implementations/03_Implementations/1_Reference_Implementation/QSH-768;;;;;;;;;;768;96
hash-25;hash;TaiChi;TaiChi-1024;Reference_Implementation;TaiChi/Implementations/Reference_Implementation/TaiChi-1024;;;;;;;;;;1024;128
hash-25;hash;TaiChi;TaiChi-512;Reference_Implementation;TaiChi/Implementations/Reference_Implementation/TaiChi-512;;;;;;;;;;512;64
hash-25;hash;TaiChi;TaiChi-768;Reference_Implementation;TaiChi/Implementations/Reference_Implementation/TaiChi-768;;;;;;;;;;768;96
hash-26;hash;CHIME;CHIME-1024;Reference_Implementation;CHIME/Implementations/Reference_Implementation/CHIME-1024;;;;;;;;;;1024;128
hash-26;hash;CHIME;CHIME-512;Reference_Implementation;CHIME/Implementations/Reference_Implementation/CHIME-512;;;;;;;;;;512;64
hash-27;hash;Vedak;Vedak-1024;Reference_Implementation;Vedak/Implementations/Reference_Implementation/Vedak-1024;;;;;;;;;;1024;128
hash-27;hash;Vedak;Vedak-512;Reference_Implementation;Vedak/Implementations/Reference_Implementation/Vedak-512;;;;;;;;;;512;64
hash-27;hash;Vedak;Vedak-768;Reference_Implementation;Vedak/Implementations/Reference_Implementation/Vedak-768;;;;;;;;;;768;96
hash-28;hash;XRH-1;XRH-1-1024;Reference_Implementation;XRH-1/Implementations/Reference_Implementation/XRH-1-1024;;;;;;;;;;1024;128
hash-28;hash;XRH-1;XRH-1-512;Reference_Implementation;XRH-1/Implementations/Reference_Implementation/XRH-1-512;;;;;;;;;;512;64
hash-28;hash;XRH-1;XRH-1-768;Reference_Implementation;XRH-1/Implementations/Reference_Implementation/XRH-1-768;;;;;;;;;;768;96
hash-29;hash;XRH-2;XRH-2-1024;Reference_Implementation;XRH-2/Implementations/Reference_Implementation/XRH-2-1024;;;;;;;;;;1024;128
hash-29;hash;XRH-2;XRH-2-512;Reference_Implementation;XRH-2/Implementations/Reference_Implementation/XRH-2-512;;;;;;;;;;512;64
hash-29;hash;XRH-2;XRH-2-768;Reference_Implementation;XRH-2/Implementations/Reference_Implementation/XRH-2-768;;;;;;;;;;768;96
